"country","state","lat","long","week","population","confirmed","death","prevalence","log_prevalence","prev_day_total","new_cases","incidence","log_incidence","prev_day_actual","time","time_sq","prev_log_prevalence","logit_prevalence","log_death","prev_log_death","new_death","log_new_death","prev_log_new_death","prevalence_country","log_prevalence_country","prev_log_prevalence_country","y_fitted_logit_prev","resid_logit_prev","y_fitted_log_prev","resid_log_prev"
"US","Alabama",32.85504247,-86.66232561,"2020-01-20",4903185,0,0,0,-2.30258509299405,0,0,0,-2.30258509299405,0,0.0222222222222222,0.000493827160493827,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,0,-2.30258509299405,-2.30258509299405,1.52906893377925e-08,-2.30258494008716,-2.30258494008716,-2.27590808318957,0.026677009804478,-2.27601339157139,0.0265717014226627
"US","Alabama",32.85504247,-86.66232561,"2020-01-27",4903185,0,0,0,-2.30258509299405,0,0,0,-2.30258509299405,0,0.0444444444444444,0.00197530864197531,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,0,-2.30258509299405,-2.30258509299405,2.44651029404681e-08,-2.30258484834305,-2.30258484834305,-2.3769569289512,-0.0743718359571557,-2.3767650793515,-0.074179986357453
"US","Alabama",32.85504247,-86.66232561,"2020-02-03",4903185,0,0,0,-2.30258509299405,0,0,0,-2.30258509299405,0,0.0666666666666667,0.00444444444444444,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,0,-2.30258509299405,-2.30258509299405,3.66976544107021e-08,-2.30258472601757,-2.30258472601757,-2.31965883856242,-0.0170737455683758,-2.31962172457835,-0.0170366315843005
"US","Alabama",32.85504247,-86.66232561,"2020-02-10",4903185,0,0,0,-2.30258509299405,0,0,0,-2.30258509299405,0,0.0888888888888889,0.00790123456790123,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,0,-2.30258509299405,-2.30258509299405,4.28139301458191e-08,-2.30258466485484,-2.30258466485484,-2.30139806528798,0.00118702770606172,-2.30140370615946,0.00118138683458913
"US","Alabama",32.85504247,-86.66232561,"2020-02-17",4903185,0,0,0,-2.30258509299405,0,0,0,-2.30258509299405,0,0.111111111111111,0.0123456790123457,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,0,-2.30258509299405,-2.30258509299405,4.89302058809361e-08,-2.30258460369211,-2.30258460369211,-2.30062694313589,0.00195814985815801,-2.30063166053721,0.00195343245683732
"US","Alabama",32.85504247,-86.66232561,"2020-02-24",4903185,0,0,0,-2.30258509299405,0,0,0,-2.30258509299405,0,0.133333333333333,0.0177777777777778,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,0,-2.30258509299405,-2.30258509299405,9.78604117618723e-08,-2.30258411439041,-2.30258411439041,-2.3116695215671,-0.00908442857305625,-2.31165815444633,-0.00907306145227871
"US","Alabama",32.85504247,-86.66232561,"2020-03-02",4903185,0,0,0,-2.30258509299405,0,0,0,-2.30258509299405,0,0.155555555555556,0.0241975308641975,-2.30258509299405,-2.30258509299405,-2.30258509299405,-2.30258509299405,0,-2.30258509299405,-2.30258509299405,1.58411541539531e-06,-2.30256925196536,-2.30256925196536,-2.29237186335114,0.0102132296429063,-2.29242035738812,0.0101647356059291
"US","Alabama",32.85504247,-86.66232561,"2020-03-09",4903185,28,0,5.71057384128888e-06,-2.3025279888861,0,28,5.71057384128888e-06,-2.3025279888861,0,0.177777777777778,0.0316049382716049,-2.30258509299405,-2.30252798856001,-2.30258509299405,-2.30258509299405,0,-2.30258509299405,-2.30258509299405,9.85943648500863e-06,-2.3024865034893,-2.3024865034893,-2.32184341288395,-0.0193154243239402,-2.32180301613081,-0.0192750272447144
"US","Alabama",32.85504247,-86.66232561,"2020-03-16",4903185,180,0,3.67108318368571e-05,-2.30221805204345,28,152,3.10002579955682e-05,-2.30227513845496,28,0.2,0.04,-2.3025279888861,-2.30221803857105,-2.30258509299405,-2.30258509299405,0,-2.30258509299405,-2.30258509299405,0.00010376261784626,-2.30154800477752,-2.30154800477752,-2.34260297320048,-0.0403849346294347,-2.34249059869844,-0.04027254665499
"US","Alabama",32.85504247,-86.66232561,"2020-03-23",4903185,880,10,0.000179475177869079,-2.30079194985787,180,700,0.000142764346032222,-2.30115846764776,152,0.222222222222222,0.0493827160493827,-2.30221805204345,-2.30079162826389,2.31253542384721,-2.30258509299405,10,2.31253542384721,-2.30258509299405,0.00042403222230206,-2.29835373560372,-2.29835373560372,-2.33158541502774,-0.0307937867638506,-2.33143892377364,-0.0306469739157702
"US","Alabama",32.85504247,-86.66232561,"2020-03-30",4903185,1905,45,0.000388522970273404,-2.29870739130383,880,1025,0.000209047792404325,-2.30049679707855,700,0.244444444444444,0.0597530864197531,-2.30079194985787,-2.2987058870616,3.80888224650863,2.31253542384721,35,3.55820113047182,2.31253542384721,0.00102106942004764,-2.29242617577724,-2.29242617577724,-2.27852903600119,0.0201768510604143,-2.27860116931778,0.0201062219860453
"US","Alabama",32.85504247,-86.66232561,"2020-04-06",4903185,3667,93,0.000747881224143083,-2.2951341084098,1905,1762,0.000359358253869679,-2.29899795194567,1025,0.266666666666667,0.0711111111111111,-2.29870739130383,-2.29512855252727,4.53367418428302,3.80888224650863,48,3.87328217711172,3.55820113047182,0.00168781381234635,-2.28584780796121,-2.28584780796121,-2.25543144860197,0.0396971039253011,-2.25554285702499,0.0395912513848113
"US","Alabama",32.85504247,-86.66232561,"2020-04-13",4903185,4978,157,0.00101525844935486,-2.29248369979538,3667,1311,0.000267377225211776,-2.29991488891205,1762,0.288888888888889,0.0834567901234568,-2.2951341084098,-2.2924734855762,5.05688254526158,4.53367418428302,64,4.16044436392662,3.87328217711172,0.0023066861144663,-2.27978025024762,-2.27978025024762,-2.33907423360431,-0.0466007480281094,-2.33895230468158,-0.0464686048861949
"US","Alabama",32.85504247,-86.66232561,"2020-04-20",4903185,6475,219,0.00132057020079805,-2.28946582614245,4978,1497,0.000305311751443195,-2.29953662677799,1311,0.311111111111111,0.0967901234567901,-2.29248369979538,-2.28944859176843,5.38952824660142,5.05688254526158,62,4.12874598893943,4.16044436392662,0.00294221303541297,-2.27358748668462,-2.27358748668462,-2.23943887048515,0.0500097212832729,-2.23958541335496,0.0498804127874899
"US","Alabama",32.85504247,-86.66232561,"2020-04-27",4903185,7977,290,0.00162690169757005,-2.28644699839803,6475,1502,0.000306331496771996,-2.29952646041564,1497,0.333333333333333,0.111111111111111,-2.28946582614245,-2.28642091192264,5.67022569112736,5.38952824660142,71,4.26408733680919,4.12874598893943,0.00352543968254865,-2.26793790244483,-2.26793790244483,-2.28828481669803,-0.00186390477539344,-2.28829666108661,-0.00184966268858089
"US","Alabama",32.85504247,-86.66232561,"2020-05-04",4903185,9982,393,0.00203581957441948,-2.2824313550462,7977,2005,0.000408917876849436,-2.29850425219448,1502,0.355555555555556,0.12641975308642,-2.28644699839803,-2.28239065432332,5.97406403242781,5.67022569112736,103,4.63569939102291,4.26408733680919,0.00404386744640864,-2.26294266640506,-2.26294266640506,-2.27768255511305,0.00470809921026971,-2.27772053258752,0.00471082245867604
"US","Alabama",32.85504247,-86.66232561,"2020-05-11",4903185,12137,488,0.00247532981113297,-2.27813319414234,9982,2155,0.000439510236713483,-2.29819962088232,2005,0.377777777777778,0.142716049382716,-2.2824313550462,-2.27807325505046,6.1905203028931,5.97406403242781,95,4.55492896955134,4.63569939102291,0.0045234507430749,-2.25834382372857,-2.25834382372857,-2.30902873304101,-0.0309554779905565,-2.3089971062322,-0.0308639120898575
